item_id	i_genre_c	r_sequel
9568989	young-adult	[]
9569470	young-adult	[]
9569691	paranormal	[]
9570156	historical-fiction	[]
9570516	vampires	[6441507, 10795284]
9575046	young-adult	[8514163, 15717112, 10778187]
9578590	vampires	[12928756, 12966565]
9578717	fantasy	[6623580, 7844256, 9464425]
9579636	dystopian	[12005121]
9581446	young-adult	[8475747, 10844771, 17335755, 17232717, 8416817]
9581464	young-adult	[12429850, 12729152, 11629974, 21473233, 26033988, 26026376]
9583203	horses	[]
9583227	mermaids	[]
9587707	young-adult	[1216144]
9588863	young-adult	[]
9588890	young-adult	[]
9591447	young-adult	[20422833]
9593332	m-m	[119015]
9593911	science-fiction	[12954062, 12603261, 13585888, 15833669, 16009694, 13637648, 16083507, 17451911, 25608937]
9593913	young-adult	[15985638, 16159765, 16853922, 18244205, 18635144, 18089940, 24235271]
9595892	young-adult	[]
9600796	young-adult	[12968296, 13509367, 12394197, 17202324]
9606604	fantasy	[7978177, 10335468, 10886579, 11400082, 25434032, 22822650, 24885649, 10644236, 8700058]
9607712	vampires	[13632428]
9608252	young-adult	[12992845]
9609061	young-adult	[]
9614345	young-adult	[71865, 2075603, 8601327, 10812458, 11197293, 20620056, 12403797]
9616780	fantasy	[16070592, 16104137]
9627649	fantasy	[]
9627755	young-adult	[21850308, 16153521, 25561068, 24611770]
9630569	young-adult	[13409705, 13617485]
9631277	vampires	[]
9635114	need	[]
9635325	young-adult	[11651982, 18159085, 17372641]
9637524	urban-fantasy	[13080297]
9637528	young-adult	[8716878, 4134071]
9637580	young-adult	[6277665, 6573776, 8511041, 6954142, 9587707, 1216144]
9637944	young-adult	[6389631]
9637954	young-adult	[199688, 819788]
9637979	steampunk	[]
9638227	young-adult	[6473959, 7114364]
9638691	fantasy	[6681393, 9638692]
9638692	fantasy	[]
9639243	young-adult	[]
9639859	young-adult	[9963600]
9640042	vampires	[]
9642278	angels	[13601538, 15738849]
9643425	vampires	[]
9643469	young-adult	[]
9644151	young-adult	[13025656]
9646092	fantasy	[13837]
9646093	young-adult	[22859531, 13830]
9646374	young-adult	[]
9648553	young-adult	[11372739, 9630569, 13409705, 13617485]
9649388	young-adult	[7306746, 10120539, 23589406, 15722012]
9649924	fantasy	[7171748]
9650796	young-adult	[]
9651457	young-adult	[11293651, 162085]
9653641	young-adult	[6684263]
9654101	robin-jones-gunn	[]
9655178	young-adult	[]
9655195	young-adult	[17371832, 22555925, 9568989]
9655284	young-adult	[]
9655287	fantasy	[]
9655293	vampires	[]
9656388	young-adult	[23159949, 32795823, 29100948]
9657852	fantasy	[4613709, 149169, 837674, 4613633, 3304, 23516045, 7120584, 13179413, 67660]
9659607	fantasy	[12471240, 18516256]
9662110	young-adult	[9844326, 9750577, 21570172]
9662386	fantasy	[10382285, 15715492, 14624487, 15843397]
9662589	mystery	[]
9662597	mystery	[]
9666812	angels	[11765876, 11825915, 16146295]
9666818	dystopian	[]
9666870	young-adult	[9608252, 12992845]
9668171	fantasy	[7743782, 13389135, 15737959, 17345763, 10034291]
9669642	young-adult	[]
9671126	angels	[13490795, 15900897, 15942622, 18967763]
9673193	young-adult	[]
9673890	parody	[]
9675020	fantasy	[]
9675566	vampires	[]
9676673	young-adult	[9842976]
9677397	young-adult	[18222891]
9678633	fantasy	[]
9680114	romance	[11346281, 12425146, 13418924, 14828459, 14583422, 22320091, 22557696]
9680403	young-adult	[]
9680718	young-adult	[13568511, 22908923, 30632701]
9680728	zombies	[]
9681214	young-adult	[11140407, 11644946, 13643353, 17838215]
9681408	young-adult	[]
9681561	young-adult	[452141]
9687295	young-adult	[]
9687600	fantasy	[19173015]
9689552	young-adult	[]
9690216	young-adult	[6998558]
9692085	paranormal	[]
9692517	house-of-night	[13010348, 11213522, 11454580]
9692768	vampires	[9001660, 12275207, 6617790, 11393193]
9692830	fantasy	[7876139, 8432018, 10126657, 16172431, 20914274, 24885531, 29356118, 3777732]
9692831	young-adult	[9025186, 16074780, 24885537, 26542880, 29356081]
9692846	fantasy	[7816926, 18190302, 22456224, 7848832, 7848833, 2167829]
9692955	young-adult	[333941, 7532719]
9692959	young-adult	[8652467, 333942, 8258991]
9692988	young-adult	[7235831, 8511042, 9342256, 9498798, 9529036, 8964322, 1216138]
9692989	young-adult	[6392133, 6573775, 15831243, 6953394, 9305616, 11358000, 11952316, 10088446]
9692996	young-adult	[]
9693540	steampunk	[7826215, 8360859, 6050678]
9693759	angels	[]
9695206	young-adult	[9971366, 9461872, 11995820, 11126171, 19722869]
9696853	young-adult	[]
9698893	young-adult	[10236463]
9703097	young-adult	[9681408]
9704083	young-adult	[]
9704165	young-adult	[10796252]
9706200	tenho	[23632673, 29243275]
9708131	young-adult	[]
9708692	young-adult	[]
9711714	young-adult	[]
9713071	angels	[10987979, 11250953]
9716923	fantasy	[10114828]
9716929	mermaids	[]
9717320	young-adult	[10089874, 11316396, 12168042, 13335038, 13335037, 13424701, 16116728, 18044116, 18517479, 17873797, 18085525, 21803253]
9717361	young-adult	[16112899, 13047878]
9718044	chick-lit	[13649741]
9718047	young-adult	[12070792, 12793778, 13639208, 18527511, 11090324]
9719971	vampires	[7744064]
9719981	fantasy	[10787380, 17142118, 32021967, 29563550, 32494578]
9720000	young-adult	[10323629]
9720007	young-adult	[7805716]
9720023	young-adult	[17302117]
9720056	young-adult	[8545069]
9720077	read-in-2014	[7227564, 7047941, 10699613, 18660669, 345627, 31126769, 19053383]
9720086	fantasy	[12091606, 3290542]
9720087	fantasy	[9627649]
9720088	fantasy	[12996967, 17263181]
9720766	young-adult	[]
9720767	young-adult	[]
9720768	young-adult	[10775407]
9721690	fantasy	[]
9722149	young-adult	[15725304]
9723754	vampires	[10002219]
9725666	young-adult	[2415810, 26531259, 1046362]
9727762	young-adult	[6368607, 5152561, 6432984]
9727768	fantasy	[5957312, 6586465, 8589955, 6401002]
9728761	young-adult	[12497955]
9728843	vampires	[10583269, 10791940]
9729681	young-adult	[]
9730082	fantasy	[]
9730144	middle-grade	[]
9730370	young-adult	[10059238, 11884401, 20652376, 21547975, 20957276, 18077840, 23388663, 25719310]
9733208	young-adult	[10691798, 20580988]
9734454	young-adult	[]
9735120	young-adult	[22376932]
9737828	young-adult	[9680403]
9739234	zombies	[12908799]
9739702	young-adult	[]
9739777	young-adult	[]
9741685	fantasy	[12357615, 33154755]
9742373	young-adult	[9985697, 12680390, 13187961]
9743432	young-adult	[9804593]
9744557	young-adult	[6739111]
9747943	angels	[]
9749291	young-adult	[9471697, 11669417, 13327859]
9750577	young-adult	[21570172]
9751511	fantasy	[27074937]
9752133	young-adult	[18212314]
9752754	dystopian	[17282604, 17794830, 16702662, 25692844]
9752790	dystopia	[17899664, 24752904, 28673198, 19673266]
9754815	young-adult	[19508953, 22172497]
9755769	young-adult	[23309818]
9756195	fantasy	[10712598, 11496636, 13330387]
9756277	romance	[11549899]
9757310	horror	[]
9758765	young-adult	[]
9759297	young-adult	[13507720, 16059524]
9759531	young-adult	[7159016]
9760071	vampires	[]
9761771	young-adult	[17914228, 17936377, 28523877]
9761778	young-adult	[19000376, 34598146]
9772513	young-adult	[28104]
9772642	angels	[]
9773058	vampires	[]
9774821	young-adult	[]
9775218	young-adult	[]
9776328	young-adult	[]
9776441	young-adult	[954674, 7101257, 9293309]
9776809	fantasy	[11052185, 22797416, 9462889]
9777463	young-adult	[]
9779094	young-adult	[]
9780099	zombies	[16080478]
9780117	fantasy	[]
9782708	young-adult	[9692831, 9025186, 16074780, 24885537, 26542880, 29356081]
9783478	young-adult	[1190505, 1189515]
9783811	young-adult	[]
9784709	vampires	[15788114]
9789648	fantasy	[]
9790990	dystopian	[]
9791886	young-adult	[1578869, 1830572, 839223, 839226, 45978, 1339888, 311512, 5945894]
9791902	young-adult	[24514370]
9791910	sci-fi	[21469049]
9792199	young-adult	[]
9794437	young-adult	[11480387, 12606851, 13180874, 16086327, 15812814]
9794441	young-adult	[]
9797377	angels	[11748622]
9797582	young-adult	[8584853, 10215401, 9733208, 10691798, 20580988]
9798177	realistic-fiction	[26139640, 15782966, 18802143, 12225252, 18887715]
9800210	angels	[12371854, 12245214, 11486175, 9713071, 10987979, 11250953]
9800343	young-adult	[]
9801002	young-adult	[]
9801384	young-adult	[11765916]
9802372	young-adult	[11353780, 10409347, 13595639, 23129158]
9804593	young-adult	[]
9804617	young-adult	[11641704, 9551036]
9805317	young-adult	[10804548, 17296008, 8525606]
9807262	young-adult	[]
9810413	vampires	[]
9814274	young-adult	[12877866, 13099871, 5996153, 6754536]
9815249	young-adult	[11736995, 12405977, 23124721, 16060904, 18631188, 22909825, 23252136, 30749495, 27882977]
9815327	young-adult	[9815328, 15058657, 21412526, 6479286]
9815328	young-adult	[15058657, 21412526, 6479286]
9815421	fantasy	[9284655, 12857693, 13091999, 23158342]
9815653	young-adult	[13617344, 15931642]
9815655	young-adult	[9815653, 13617344, 15931642]
9816077	young-adult	[11783995]
9816583	young-adult	[]
9821781	fantasy	[1068591]
9823002	young-adult	[3751844]
9823113	blue-jeans	[]
9828218	young-adult	[10842964, 11200068, 9975659, 15702412]
9833184	young-adult	[18866664, 18758169, 18667877]
9834117	young-adult	[916875, 12930, 916877, 16181432, 13450968, 884361]
9836659	young-adult	[]
9838800	mystery	[13595638, 23169190]
9841004	fear-street	[89798]
9841693	young-adult	[]
9842470	young-adult	[]
9842569	vampires	[12473264, 9521307]
9842606	young-adult	[13080245]
9842956	young-adult	[]
9842976	young-adult	[]
9843424	young-adult	[]
9844326	young-adult	[9750577, 21570172]
9846385	romance	[]
9849587	young-adult	[18284814, 20556780, 22912942]
9853855	tenho	[]
9855298	young-adult	[]
9856144	paranormal	[12828479]
9856191	paranormal	[9856144, 12828479]
9858504	fantasy	[11431174]
9858517	young-adult	[12987331, 17179954]
9858714	young-adult	[9884118, 18306038, 18501782]
9859436	young-adult	[]
9860213	romance	[]
9861389	zombies	[]
9861596	young-adult	[11114701, 14623961, 22040968, 29915951]
9861743	vampires	[]
9862015	young-adult	[554194]
9862121	dystopian	[16149515]
9866730	vampires	[]
9867814	young-adult	[17465698]
9867900	fantasy	[]
9869262	young-adult	[9266802]
9872409	young-adult	[6485421]
9872927	young-adult	[]
9873443	fantasy	[10002000]
9873445	young-adult	[10001793]
9873630	fantasy	[16032010, 8129970, 9518237]
9874603	young-adult	[]
9876031	young-adult	[]
9876077	young-adult	[]
9883674	young-adult	[]
9884117	young-adult	[9739702]
9884118	young-adult	[18306038, 18501782]
9886738	young-adult	[]
9887791	fantasy	[10625574]
9888775	young-adult	[]
9890841	fantasy	[6918909, 10857695]
9893331	pretty-little-liars	[10259656, 12879229, 16655507]
9893355	pretty-little-liars	[13231787, 22037759]
9893358	pretty-little-liars	[16217669]
9897164	young-adult	[23275512, 36168225]
9897748	chick-lit	[]
9898496	fantasy	[]
9901654	young-adult	[]
9901775	fantasy	[10333001, 8534899, 11416793]
9902547	horror	[12470201, 25223591, 7823800]
9904384	time-travel	[10236474, 18733424]
9905387	young-adult	[]
9909181	high-school-musical	[]
9909267	werewolves	[8923118, 11558655]
9913088	fantasy	[]
9914703	fantasy	[11127301, 10388376, 12958374, 10471939, 11100298, 13547092, 17226128, 25560279, 24885508, 18222170]
9914850	young-adult	[9001257, 9434460]
9915707	young-adult	[13062080]
9917684	young-adult	[11617619]
9917938	young-adult	[12756863, 12400425, 12790954]
9917945	young-adult	[]
9917957	vampires	[]
9917998	zombies	[11033827]
9918007	young-adult	[7597710]
9918053	young-adult	[]
9918068	young-adult	[7192384]
9918083	steampunk	[10137994, 17705912]
9918093	young-adult	[]
9918102	young-adult	[]
9918110	angels	[]
9918123	young-adult	[]
9918128	young-adult	[]
9918133	young-adult	[11514838, 13605564, 16464943, 10329368]
9918277	young-adult	[]
9921274	young-adult	[7533117, 2123654, 2198718, 332572, 2650712, 4852379, 6574814, 6260801, 3358608, 8391794, 18970951, 8520805]
9922718	angels	[]
9938111	vampires	[9773058]
9939122	young-adult	[11301636]
9940728	vampires	[6917951, 11594182, 6972193, 6972192]
9942081	young-adult	[]
9942091	spy	[10200677]
9943228	young-adult	[16066531, 17302511, 16280666]
9944814	zombies	[9861389]
9944841	vampires	[10087885, 11273599]
9944889	young-adult	[10654716, 18625418, 26074213, 13264468]
9945127	young-adult	[]
9954020	young-adult	[]
9955669	horror	[11754243, 12377928]
9956339	cherub	[]
9959159	fantasy	[15729395]
9960624	james-patterson	[]
9961796	young-adult	[10787121, 17227576, 16101168, 22247695, 23533128]
9963600	young-adult	[]
9971366	young-adult	[9461872, 11995820, 11126171, 19722869]
9972323	romance	[]
9972838	young-adult	[]
9972882	young-adult	[13232966, 13130341, 13531534]
9975400	young-adult	[11800695, 13538828]
9975659	young-adult	[15702412]
9975679	young-adult	[11230648, 11414358, 13415060]
9978127	young-adult	[]
9978196	young-adult	[10409526, 12924342, 13084766]
9982010	young-adult	[]
9984322	young-adult	[6058551]
9985697	young-adult	[12680390, 13187961]
9989273	young-adult	[]
9989287	young-adult	[29791777, 9989273]
9994968	young-adult	[9308202]
9996067	horror	[]
9999813	young-adult	[12814550]
10000600	young-adult	[]
10000794	polish	[]
10001576	angels	[]
10001793	young-adult	[]
10002000	young-adult	[]
10002219	vampires	[]
10013815	young-adult	[]
10025007	vampires	[16300215]
10025305	fantasy	[11293952, 10050463, 13647552, 13614994, 12788037, 15719891, 15999171, 15989859, 17699306, 24885507, 29356073, 18104059]
10034291	fantasy	[]
10036577	young-adult	[7383032, 6368609]
10040716	young-adult	[9558074]
10040727	young-adult	[6419093, 6422077, 8392534, 557332, 80246]
10041955	vampires	[]
10045810	young-adult	[]
10047353	young-adult	[163460, 15713698, 26116466, 562762, 7671305, 13279074]
10048562	young-adult	[8116037, 9591447, 20422833]
10048815	young-adult	[]
10048874	zombies	[10407830, 13135319, 11478165, 13355014]
10049889	fantasy	[6918912]
10050463	fantasy	[13647552, 13614994, 12788037, 15719891, 15999171, 15989859, 17699306, 24885507, 29356073, 18104059]
10051706	young-adult	[]
10052335	young-adult	[10415671, 7765642, 13562579]
10053149	fantasy	[6114777, 7953555, 8967378]
10059238	young-adult	[11884401, 20652376, 21547975, 20957276, 18077840, 23388663, 25719310]
10064872	fantasy	[1889476]
10066376	horror	[]
10066415	fantasy	[]
10066545	vampires	[13113746]
10069820	science-fiction	[10129036, 8811401, 23393368]
10072160	fantasy	[6470958, 12358299, 6892517, 2878668]
10076198	young-adult	[]
10079293	young-adult	[6519787]
10079311	young-adult	[]
10080392	young-adult	[17235055, 9569470]
10080578	young-adult	[]
10081477	young-adult	[]
10087885	vampires	[11273599]
10088391	young-adult	[]
10088446	young-adult	[]
10089874	young-adult	[11316396, 12168042, 13335038, 13335037, 13424701, 16116728, 18044116, 18517479, 17873797, 18085525, 21803253]
10093823	young-adult	[18107791, 7316440, 7316441, 9020144]
10095774	young-adult	[19065, 23636086, 23943343]
10096031	steampunk	[]
10100188	young-adult	[9526374, 7796816, 10326912, 9517639]
10101548	young-adult	[9861596, 11114701, 14623961, 22040968, 29915951]
10105930	fantasy	[9721690]
10114317	young-adult	[13234826]
10114321	vampires	[]
10114573	young-adult	[10124310]
10114828	fantasy	[]
10116191	young-adult	[22308769, 17278396]
10118172	young-adult	[11740574]
10119711	young-adult	[]
10120539	young-adult	[23589406, 15722012]
10120780	vampires	[15776358, 21795961]
10121801	fantasy	[13037617, 13163543]
10121956	young-adult	[3392285]
10123237	steampunk	[18058211, 24873664, 22521591]
10124225	reviewed	[]
10124310	young-adult	[]
10126142	young-adult	[]
10126657	fantasy	[16172431, 20914274, 24885531, 29356118, 3777732]
10126734	romance	[]
10127308	young-adult	[6235397]
10128165	young-adult	[28254411, 13415865, 11614718, 13599587, 13512432, 20617980]
10129036	science-fiction	[8811401, 23393368]
10129062	fantasy	[18089982]
10130436	young-adult	[8329929, 10303328, 13588319, 16120892]
10131347	fantasy	[]
10135426	young-adult	[]
10137716	young-adult	[]
10137994	steampunk	[17705912]
10138088	young-adult	[7810517, 8321433, 8238189, 10592948, 9776328]
10138125	young-adult	[5957314, 9727762, 6368607, 5152561, 6432984]
10141824	young-adult	[]
10145329	young-adult	[10602926, 8585830]
10145929	fantasy	[7943939, 3064985]
10148413	vampires	[]
10151346	young-adult	[11141211]
10151689	vampires	[8590082, 20320494]
10151730	young-adult	[13644286]
10152543	young-adult	[]
10155307	realistic-fiction	[]
10157240	young-adult	[7885092, 10891197]
10160762	young-adult	[9720000, 10323629]
10161352	star-trek	[19549158]
10165727	fantasy	[12154330]
10165761	fantasy	[15754483, 18404416]
10167391	young-adult	[]
10174795	young-adult	[12304821, 10834014, 12988410]
10175268	angels	[8903595]
10175383	young-adult	[7967375, 12193819, 10789108]
10175774	young-adult	[18761296, 18858408]
10178917	fantasy	[13594785]
10182070	fantasy	[]
10182347	young-adult	[]
10187639	young-adult	[13625474, 14739750]
10188580	young-adult	[17061676]
10190900	steampunk	[17468970]
10191720	young-adult	[13600138]
10191884	young-adult	[]
10192790	young-adult	[11850909]
10193062	dystopian	[15767101, 13519457, 18138213, 17286883]
10193699	young-adult	[23014101, 22041701, 23995302, 19064110, 23344468]
10194157	fantasy	[13578987, 12637460, 17254498, 16059492, 18670045, 18633797, 22819449, 33193822, 35384793]
10194494	young-adult	[15842239, 16068443]
10194514	young-adult	[18052596, 13560086, 16145531, 17796899, 20604155, 19213071]
10194953	young-adult	[]
10200677	spy	[]
10202332	young-adult	[]
10203031	fantasy	[11947829, 13604286, 13612837]
10204926	m-m	[]
10208591	young-adult	[]
10211192	young-adult	[]
10211770	vampires	[]
10211811	angels	[10558410, 12934098]
10213367	m-m	[10204926]
10215349	vampires	[13512392, 13449934, 13512389, 15803761, 17397374, 18688421, 33401863]
10215401	young-adult	[9733208, 10691798, 20580988]
10215963	young-adult	[]
10217533	young-adult	[]
10217534	young-adult	[]
10222362	young-adult	[15819259]
10222365	young-adult	[]
10222388	young-adult	[]
10225685	young-adult	[]
10227123	fantasy	[12122895]
10228967	steampunk	[6871121]
10229572	young-adult	[8930976, 8930977, 10635084, 9462073]
10232564	young-adult	[]
10233236	vampires	[]
10234910	humor	[]
10236463	young-adult	[]
10236474	time-travel	[18733424]
10245912	young-adult	[]
10252123	paranormal	[]
10259656	pretty-little-liars	[12879229, 16655507]
10261503	young-adult	[11516123, 10763780, 9972882, 13232966, 13130341, 13531534]
10261812	young-adult	[]
10264464	young-adult	[23384157, 16051601, 22590773, 28214003]
10264676	young-adult	[7821932, 7646805, 10909677, 12456538, 18517232, 9609061]
10267757	dystopian	[11516360]
10268370	young-adult	[]
10271616	young-adult	[12034558, 13256468, 7766070, 16095930, 15798696]
10284042	fantasy	[11740889]
10292193	vampires	[13280426, 18685259, 6377359, 8030167]
10295484	young-adult	[]
10295809	young-adult	[]
10297969	young-adult	[7799991, 25835450, 8165967]
10299192	fantasy	[7993975]
10302287	mental-illness	[11226555]
10303321	young-adult	[]
10303325	young-adult	[15817008, 17453163]
10303328	young-adult	[13588319, 16120892]
10303801	young-adult	[]
10304811	paranormal	[]
10305156	fantasy	[10767985, 13266803, 13601350, 13528340, 13600168, 16179873]
10308452	young-adult	[10368915]
10314229	angels	[]
10315753	young-adult	[11947235]
10318671	young-adult	[]
10318672	young-adult	[]
10323629	young-adult	[]
10324808	vampires	[]
10325884	chick-lit	[1634257, 6871030]
10326605	young-adult	[94062]
10326828	young-adult	[24988477]
10326912	young-adult	[9517639]
10327273	young-adult	[]
10327303	young-adult	[10382265, 15731732]
10328881	young-adult	[7332493, 8518606, 6956621, 10874864, 11175781, 8138131]
10329368	young-adult	[]
10329838	vampires	[12492823]
10331443	young-adult	[]
10331607	vampires	[]
10333001	fantasy	[8534899, 11416793]
10334017	young-adult	[8300878]
10335468	fantasy	[10886579, 11400082, 25434032, 22822650, 24885649, 10644236, 8700058]
10335701	young-adult	[]
10338622	young-adult	[10217533]
10339088	young-adult	[10167391]
10339851	vampires	[]
10340630	fantasy	[8518051]
10341506	young-adult	[]
10345255	young-adult	[]
10345489	fantasy	[10890761]
10345642	young-adult	[11371700, 11944882]
10345708	young-adult	[]
10345824	young-adult	[1004573, 1499517, 6084399, 11224227]
10345927	young-adult	[12237315, 12843274, 16069878, 13586791, 25787969]
10345937	young-adult	[17252473, 16176768, 15732938, 18584057, 17465475]
10346359	young-adult	[]
10346457	young-adult	[]
10346868	young-adult	[93728, 2009135, 25801356, 568609, 2997545]
10349192	young-adult	[]
10349566	young-adult	[10369850]
10349697	time-travel	[13642658, 16165058]
10352973	young-adult	[17341363, 18910250]
10356760	young-adult	[]
10358724	young-adult	[]
10361217	young-adult	[35568041]
10363329	romance	[]
10363749	young-adult	[]
10367314	young-adult	[]
10368172	young-adult	[17166132, 6909544]
10368915	young-adult	[]
10369850	young-adult	[]
10370867	young-adult	[25843088, 26245624]
10380227	young-adult	[11776697, 11922587]
10380319	fantasy	[7099399, 10145929, 7943939, 3064985]
10380505	young-adult	[15814474]
10381803	young-adult	[16164668]
10382215	young-adult	[16164882]
10382265	young-adult	[15731732]
10382285	fantasy	[15715492, 14624487, 15843397]
10385958	vampires	[9842569, 12473264, 9521307]
10388376	fantasy	[12958374, 10471939, 11100298, 13547092, 17226128, 25560279, 24885508, 18222170]
10389791	young-adult	[]
10393673	young-adult	[]
10395576	dragons	[13039728]
10396148	romance	[13258521]
10396235	young-adult	[8487351, 8890436]
10397956	tomorrow-girls	[]
10399263	angels	[]
10400575	fantasy	[19446711, 15785253]
10401039	young-adult	[13147099]
10401084	supernatural	[13616044, 12381271, 17839694]
10401868	young-adult	[12359568, 11310465, 11394845, 13640579]
10402369	realistic-fiction	[28869899]
10406518	steampunk	[10190900, 17468970]
10407121	young-adult	[2938728, 18079910, 12029011, 7541858, 6999776, 6820997, 9782708, 9692831, 9025186, 16074780, 24885537, 26542880, 29356081]
10407213	metropop	[]
10407830	zombies	[13135319, 11478165, 13355014]
10409278	paranormal	[13496499, 12981384, 11063947]
10409347	young-adult	[13595639, 23129158]
10409526	young-adult	[12924342, 13084766]
10410278	young-adult	[12772759, 14741640, 17453682, 25421308, 30239436]
10411356	young-adult	[]
10412352	young-adult	[]
10415671	young-adult	[7765642, 13562579]
10415951	i-own	[]
10417745	young-adult	[]
10417752	young-adult	[]
10417928	young-adult	[]
10418273	young-adult	[]
10420700	young-adult	[]
10421530	young-adult	[12399906, 15713862]
10421550	young-adult	[]
10425244	young-adult	[10076198]
10428229	young-adult	[]
10428902	fantasy	[11058389, 12658862, 11417254, 13573833, 13159888, 15723988, 13603056, 15848087, 16067349, 16080569, 22466620, 17244064, 17162156, 18798818, 20621490, 17930465, 26175968, 27468538, 26150650, 9460487]
10428983	fantasy	[]
10429005	young-adult	[]
10429015	young-adult	[11524066, 13110139, 13615055]
10429018	romance	[13294116, 22548197, 28008718, 18216844]
10429025	angels	[11183973, 11511432, 13623885]
10429033	mystery	[]
10429045	young-adult	[11472297, 17858051, 11510910, 13612861, 16006152, 15758139, 16156370, 13455782]
10429067	young-adult	[11135986, 11509269, 15957125, 13623826]
10429082	dystopian	[11345832]
10429092	fantasy	[11183955, 13386598, 13624038, 13614990]
10430014	young-adult	[8269059, 8548449]
10433900	young-adult	[11295192, 12912273, 19225931]
10438778	young-adult	[13405246, 15992908, 20493695, 21911416, 22738932, 4374400]
10441563	time-travel	[]
10442000	young-adult	[]
10444913	v-c-andrews	[578300]
10445208	fantasy	[12541330, 12747364, 13073578, 18479926]
10445356	young-adult	[]
10446897	young-adult	[]
10448883	fantasy	[153785]
10449088	fantasy	[]
10453826	young-adult	[]
10453827	young-adult	[13632615, 10453826]
10453828	young-adult	[11236985, 13632608, 20694229, 10349192]
10454915	young-adult	[10996312, 10401868, 12359568, 11310465, 11394845, 13640579]
10455529	young-adult	[]
10459088	young-adult	[10483801]
10459250	young-adult	[11580133]
10465776	young-adult	[]
10468400	young-adult	[8428064, 9581464, 12429850, 12729152, 11629974, 21473233, 26033988, 26026376]
10468701	young-adult	[17416020]
10470567	vampires	[13185941, 16044945, 11368694]
10471552	young-adult	[13414843, 22070080, 10766057]
10471939	fantasy	[11100298, 13547092, 17226128, 25560279, 24885508, 18222170]
10473083	horror	[]
10473144	young-adult	[13533752]
10473853	young-adult	[]
10476716	werewolves	[]
10477298	young-adult	[9132487]
10479340	young-adult	[12030018]
10482783	young-adult	[11255275]
10482975	young-adult	[9805317, 10804548, 17296008, 8525606]
10483801	young-adult	[]
10484178	angels	[13531483]
10484883	young-adult	[]
10490175	fantasy	[]
10493813	science-fiction	[11709155]
10494517	young-adult	[66975]
10495871	young-adult	[8248443, 9646093, 22859531, 13830]
10495926	fantasy	[8248445, 7344635, 9646092, 13837]
10496609	young-adult	[]
10503569	m-m	[]
10507293	young-adult	[13101912, 13564634, 16097138, 20409400, 17334525, 15818308, 17451210]
10508192	vampires	[]
10518197	young-adult	[]
10518595	young-adult	[]
10522443	fantasy	[]
10530700	young-adult	[]
10532196	v-c-andrews	[10930144]
10535171	young-adult	[10114317, 13234826]
10535458	dystopian	[]
10535625	young-adult	[]
10536802	young-adult	[7198023]
10542244	young-adult	[12081114, 12704568, 17434820, 12019355, 12928454]
10542403	young-adult	[18665367]
10547471	young-adult	[]
10549344	werewolves	[13500433]
10549501	vampires	[11662124, 11511514, 11670929]
10551037	young-adult	[29797356]
10551253	young-adult	[14759166, 19219392]
10551290	werewolves	[11570588, 12073638]
10552965	paranormal-romance	[12924442, 12234586]
10557752	vampires	[]
10558410	angels	[12934098]
10560331	young-adult	[13071063, 12397804]
10562004	fantasy	[]
10564983	young-adult	[]
10567183	angels	[17228503, 15835021, 17559479, 18967800]
10569435	young-adult	[11387534, 4927729]
10575263	witches	[]
10576365	young-adult	[15844644, 17229893, 17074229, 17874267, 17428644, 19083030, 23269790, 23731166]
10576681	young-adult	[7048936]
10578952	ghosts	[]
10579099	fantasy	[16059346]
10579347	zombies	[]
10583062	angels	[13413913, 8724084, 9797377, 11748622]
10583269	vampires	[10791940]
10583277	time-travel	[13537310]
10583288	science-fiction	[22736484]
10585958	fantasy	[7199667, 9913088]
10586317	young-adult	[]
10586539	must-read	[15826107, 13604334, 16164847, 16117888]
10592898	vampires	[]
10592948	young-adult	[9776328]
10594356	contemporary	[]
10596724	dystopian	[23364969]
10598505	wunschliste	[12485136]
10600855	young-adult	[]
10601486	young-adult	[]
10601512	young-adult	[16686027]
10602926	young-adult	[8585830]
10606104	fantasy	[]
10606242	angels	[13533757]
10606258	angels	[]
10611636	fantasy	[5211535, 7112492, 4045691]
10615136	young-adult	[11298503]
10616322	young-adult	[17383918, 17406183, 17899904, 17736795, 17383543, 18710464, 18710654, 19542808, 20910326, 21443484, 22038278, 22019444, 18713720, 18960669, 21143500, 18267158]
10616881	young-adult	[]
10618137	vampires	[10114321]
10620752	young-adult	[11461394, 29792734]
10625574	fantasy	[]
10626594	fantasy	[]
10626648	steampunk	[]
10627210	young-adult	[11813957, 13547432, 11099883]
10628415	first-reads	[]
10631724	young-adult	[]
10634286	dystopian	[13722300]
10634910	young-adult	[13135758]
10635084	young-adult	[9462073]
10635495	young-adult	[]
10635806	young-adult	[]
10636358	fantasy	[13385700]
10637174	young-adult	[]
10637510	vampires	[]
10637717	fantasy	[2748241]
10637724	dystopian	[]
10637728	young-adult	[]
10637748	dystopian	[11253892, 12958103]
10637766	young-adult	[12581738, 15769221, 16162759, 15801288]
10637834	young-adult	[]
10637838	young-adult	[13544466]
10637845	young-adult	[10677715, 13480683, 10740735, 13105929]
10640020	young-adult	[12366634]
10644236	fantasy	[8700058]
10647815	young-adult	[]
10652356	zombies	[16166049]
10654716	young-adult	[18625418, 26074213, 13264468]
10657638	paranormal	[10775474]
10661081	vampires	[12919912]
10662420	young-adult	[17323652, 18266202, 22845459]
