,movie_id,movie_title,release_date,video_release_date,IMDb_URL,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,Genre,Description,LRD_Input_Text
432,433,Heathers (1989),01-Jan-1989,,http://us.imdb.com/M/title-exact?Heathers%20(1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Comedy,"Heathers is a 1989 American teen satirical  black comedy crime film written by Daniel Waters and directed by Michael Lehmann, in both of their respective film debuts. The film stars Winona Ryder, Christian Slater, Shannen Doherty, Lisanne Falk, Kim Walker, and Penelope Milford. The plot revolves around four teenage girls—three of whom are named Heather—in a clique at an Ohio high school, one of whose lives is disrupted by the arrival of a misanthrope intent on murdering the popular students and staging their deaths as suicides.","movie_title: Heathers (1989). Genre: Comedy. Summary: Heathers is a 1989 American teen satirical  black comedy crime film written by Daniel Waters and directed by Michael Lehmann, in both of their respective film debuts. The film stars Winona Ryder, Christian Slater, Shannen Doherty, Lisanne Falk, Kim Walker, and Penelope Milford. The plot revolves around four teenage girls—three of whom are named Heather—in a clique at an Ohio high school, one of whose lives is disrupted by the arrival of a misanthrope intent on murdering the popular students and staging their deaths as suicides."
433,434,Forbidden Planet (1956),01-Jan-1956,,http://us.imdb.com/M/title-exact?Forbidden%20Planet%20(1956),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sci-Fi,"Forbidden Planet is a 1956 American science-fiction action film from Metro-Goldwyn-Mayer, produced by Nicholas Nayfack and directed by Fred M. Wilcox from a script by Cyril Hume that was based on a film story by Allen Adler and Irving Block. It stars Walter Pidgeon, Anne Francis, and Leslie Nielsen. Shot in Eastmancolor and CinemaScope, this landmark film is considered one of the great science-fiction films of the 1950s, a precursor of contemporary science-fiction cinema. The characters and isolated setting have been compared to those in William Shakespeare's The Tempest, and the plot contains certain happenings analogous to the play, leading many to consider it a loose adaptation.","movie_title: Forbidden Planet (1956). Genre: Sci-Fi. Summary: Forbidden Planet is a 1956 American science-fiction action film from Metro-Goldwyn-Mayer, produced by Nicholas Nayfack and directed by Fred M. Wilcox from a script by Cyril Hume that was based on a film story by Allen Adler and Irving Block. It stars Walter Pidgeon, Anne Francis, and Leslie Nielsen. Shot in Eastmancolor and CinemaScope, this landmark film is considered one of the great science-fiction films of the 1950s, a precursor of contemporary science-fiction cinema. The characters and isolated setting have been compared to those in William Shakespeare's The Tempest, and the plot contains certain happenings analogous to the play, leading many to consider it a loose adaptation."
434,435,Butch Cassidy and the Sundance Kid (1969),01-Jan-1969,,http://us.imdb.com/M/title-exact?Butch%20Cassidy%20and%20the%20Sundance%20Kid%20(1969),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Action, Comedy, Western","Butch Cassidy and the Sundance Kid is a 1969 American Western buddy film directed by George Roy Hill and written by William Goldman. Based loosely on fact, the film tells the story of Wild West outlaws Robert LeRoy Parker, known as Butch Cassidy (Paul Newman), and his partner Harry Longabaugh, the ""Sundance Kid"" (Robert Redford), who are on the run from a crack US posse after a string of train robberies. The pair and Sundance's lover, Etta Place (Katharine Ross), flee to Bolivia to escape the posse.","movie_title: Butch Cassidy and the Sundance Kid (1969). Genre: Action, Comedy, Western. Summary: Butch Cassidy and the Sundance Kid is a 1969 American Western buddy film directed by George Roy Hill and written by William Goldman. Based loosely on fact, the film tells the story of Wild West outlaws Robert LeRoy Parker, known as Butch Cassidy (Paul Newman), and his partner Harry Longabaugh, the ""Sundance Kid"" (Robert Redford), who are on the run from a crack US posse after a string of train robberies. The pair and Sundance's lover, Etta Place (Katharine Ross), flee to Bolivia to escape the posse."
435,436,"American Werewolf in London, An (1981)",01-Jan-1981,,"http://us.imdb.com/M/title-exact?American%20Werewolf%20in%20London,%20An%20(1981)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,"An American Werewolf in London is a 1981 supernatural comedy horror film written and directed by John Landis. An international co-production of the United Kingdom and the United States, the film stars David Naughton, Jenny Agutter, Griffin Dunne and John Woodvine. The title is a cross between An American in Paris and Werewolf of London. The film's plot follows two American backpackers, David and Jack, who are attacked by a werewolf while travelling in England, causing David to become a werewolf under the next full moon.","movie_title: American Werewolf in London, An (1981). Genre: Horror. Summary: An American Werewolf in London is a 1981 supernatural comedy horror film written and directed by John Landis. An international co-production of the United Kingdom and the United States, the film stars David Naughton, Jenny Agutter, Griffin Dunne and John Woodvine. The title is a cross between An American in Paris and Werewolf of London. The film's plot follows two American backpackers, David and Jack, who are attacked by a werewolf while travelling in England, causing David to become a werewolf under the next full moon."
436,437,Amityville 1992: It's About Time (1992),01-Jan-1992,,http://us.imdb.com/M/title-exact?Amityville%201992:%20It's%20About%20Time%20(1992),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,"Amityville 1992: It's About Time (released as Curse of Amityville: The Final Chapter in the Philippines) is a 1992 American supernatural horror film directed by Tony Randel and starring Stephen Macht, Shawn Weatherly, Megan Ward, and Damon Martin. It is the sixth film based on The Amityville Horror. It was released direct-to-video in 1992 by Republic Pictures Home Video. In Mexico, the film was released in theaters in 1992.","movie_title: Amityville 1992: It's About Time (1992). Genre: Horror. Summary: Amityville 1992: It's About Time (released as Curse of Amityville: The Final Chapter in the Philippines) is a 1992 American supernatural horror film directed by Tony Randel and starring Stephen Macht, Shawn Weatherly, Megan Ward, and Damon Martin. It is the sixth film based on The Amityville Horror. It was released direct-to-video in 1992 by Republic Pictures Home Video. In Mexico, the film was released in theaters in 1992."
437,438,Amityville 3-D (1983),01-Jan-1983,,http://us.imdb.com/M/title-exact?Amityville%203-D%20(1983),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,"Amityville 3-D (also known as Amityville III: The Demon) is a 1983 supernatural horror film directed by Richard Fleischer and starring Tony Roberts, Tess Harper, Robert Joy, Candy Clark, Lori Loughlin and Meg Ryan. The third film based in the Amityville Horror series, it was written by William Wales, a pseudonym for David Ambrose. It was one of a spate of 3-D films released in the early 1980s, and was the only Orion Pictures film filmed in the format. It is an international co-production between Mexico and the United States.","movie_title: Amityville 3-D (1983). Genre: Horror. Summary: Amityville 3-D (also known as Amityville III: The Demon) is a 1983 supernatural horror film directed by Richard Fleischer and starring Tony Roberts, Tess Harper, Robert Joy, Candy Clark, Lori Loughlin and Meg Ryan. The third film based in the Amityville Horror series, it was written by William Wales, a pseudonym for David Ambrose. It was one of a spate of 3-D films released in the early 1980s, and was the only Orion Pictures film filmed in the format. It is an international co-production between Mexico and the United States."
438,439,Amityville: A New Generation (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Amityville:%20A%20New%20Generation%20(1993),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,"Amityville:  A New Generation is a 1993 American direct-to-video supernatural horror film directed by John Murlowski. It is the seventh film based on The Amityville Horror, and stars Ross Partridge, Julia Nickson-Soul, Lala Sloatman, David Naughton, Richard Roundtree, and Terry O'Quinn.","movie_title: Amityville: A New Generation (1993). Genre: Horror. Summary: Amityville:  A New Generation is a 1993 American direct-to-video supernatural horror film directed by John Murlowski. It is the seventh film based on The Amityville Horror, and stars Ross Partridge, Julia Nickson-Soul, Lala Sloatman, David Naughton, Richard Roundtree, and Terry O'Quinn."
439,440,Amityville II: The Possession (1982),01-Jan-1982,,http://us.imdb.com/M/title-exact?Amityville%20II:%20The%20Possession%20(1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,"Amityville II: The Possession is a 1982 supernatural horror film directed by Damiano Damiani and starring James Olson, Burt Young, Rutanya Alda, Jack Magner, and Diane Franklin. It is an international co-production between Mexico and the United States. The screenplay by Tommy Lee Wallace and Dardano Sacchetti is based on the novel Murder in Amityville by the parapsychologist Hans Holzer. It is the second film in the Amityville Horror film series and a loose prequel to The Amityville Horror (1979), set at 112 Ocean Avenue and featuring the fictional Montelli family, loosely based on the DeFeo family. It follows the Montelli family's decline under apparent demonic forces present in their home.","movie_title: Amityville II: The Possession (1982). Genre: Horror. Summary: Amityville II: The Possession is a 1982 supernatural horror film directed by Damiano Damiani and starring James Olson, Burt Young, Rutanya Alda, Jack Magner, and Diane Franklin. It is an international co-production between Mexico and the United States. The screenplay by Tommy Lee Wallace and Dardano Sacchetti is based on the novel Murder in Amityville by the parapsychologist Hans Holzer. It is the second film in the Amityville Horror film series and a loose prequel to The Amityville Horror (1979), set at 112 Ocean Avenue and featuring the fictional Montelli family, loosely based on the DeFeo family. It follows the Montelli family's decline under apparent demonic forces present in their home."
440,441,"Amityville Horror, The (1979)",01-Jan-1979,,"http://us.imdb.com/M/title-exact?Amityville%20Horror,%20The%20(1979)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,"The Amityville Horror is a 1979 American supernatural horror film directed by Stuart Rosenberg, and starring James Brolin, Margot Kidder, and Rod Steiger. The film follows young couple George and Kathy Lutz who purchase a home haunted by combative supernatural forces. It is based on Jay Anson's 1977 book of the same name, which documented the alleged paranormal experiences of the Lutz family who briefly resided in the Amityville, New York home where Ronald DeFeo Jr. committed the mass murder of his family in 1974. It is the first entry in the long-running Amityville Horror film series, and was remade in 2005.","movie_title: Amityville Horror, The (1979). Genre: Horror. Summary: The Amityville Horror is a 1979 American supernatural horror film directed by Stuart Rosenberg, and starring James Brolin, Margot Kidder, and Rod Steiger. The film follows young couple George and Kathy Lutz who purchase a home haunted by combative supernatural forces. It is based on Jay Anson's 1977 book of the same name, which documented the alleged paranormal experiences of the Lutz family who briefly resided in the Amityville, New York home where Ronald DeFeo Jr. committed the mass murder of his family in 1974. It is the first entry in the long-running Amityville Horror film series, and was remade in 2005."
441,442,"Amityville Curse, The (1990)",01-Jan-1990,,"http://us.imdb.com/M/title-exact?Amityville%20Curse,%20The%20(1990)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,"The Amityville Curse (released in the Philippines as Amityville Horror 1993) is a 1990 Canadian supernatural horror film directed by Tom Berry and starring Kim Coates, Cassandra Gava and Jan Rubeš. It is loosely based on the novel of the same name by Hans Holzer. It is the fifth film in the Amityville Horror film series.","movie_title: Amityville Curse, The (1990). Genre: Horror. Summary: The Amityville Curse (released in the Philippines as Amityville Horror 1993) is a 1990 Canadian supernatural horror film directed by Tom Berry and starring Kim Coates, Cassandra Gava and Jan Rubeš. It is loosely based on the novel of the same name by Hans Holzer. It is the fifth film in the Amityville Horror film series."
442,443,"Birds, The (1963)",01-Jan-1963,,"http://us.imdb.com/M/title-exact?Birds,%20The%20(1963)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,"The Birds is a 1963 American natural horror film produced and directed by Alfred Hitchcock, released by Universal Pictures and starring Rod Taylor, Jessica Tandy, Suzanne Pleshette, and introducing Tippi Hedren in her film debut. Loosely based on the 1952 short story of the same name by Daphne du Maurier, it focuses on a series of sudden and unexplained violent bird attacks on the people of Bodega Bay, California, over the course of a few days. The screenplay is by Evan Hunter, who was told by Hitchcock to develop new characters and a more elaborate plot while keeping du Maurier's title and concept of unexplained bird attacks.","movie_title: Birds, The (1963). Genre: Horror. Summary: The Birds is a 1963 American natural horror film produced and directed by Alfred Hitchcock, released by Universal Pictures and starring Rod Taylor, Jessica Tandy, Suzanne Pleshette, and introducing Tippi Hedren in her film debut. Loosely based on the 1952 short story of the same name by Daphne du Maurier, it focuses on a series of sudden and unexplained violent bird attacks on the people of Bodega Bay, California, over the course of a few days. The screenplay is by Evan Hunter, who was told by Hitchcock to develop new characters and a more elaborate plot while keeping du Maurier's title and concept of unexplained bird attacks."
443,444,"Blob, The (1958)",01-Jan-1958,,"http://us.imdb.com/M/title-exact?Blob,%20The%20(1958)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,"Horror, Sci-Fi","The Blob is a 1958 American science fiction horror film directed by Irvin S. Yeaworth Jr. from a screenplay by Theodore Simonson and Kate Phillips, based on an idea by Irving H. Millgate. It stars Steve McQueen (in his first leading role) and Aneta Corsaut and co-stars Earl Rowe and Olin Howland.","movie_title: Blob, The (1958). Genre: Horror, Sci-Fi. Summary: The Blob is a 1958 American science fiction horror film directed by Irvin S. Yeaworth Jr. from a screenplay by Theodore Simonson and Kate Phillips, based on an idea by Irving H. Millgate. It stars Steve McQueen (in his first leading role) and Aneta Corsaut and co-stars Earl Rowe and Olin Howland."
444,445,"Body Snatcher, The (1945)",01-Jan-1945,,"http://us.imdb.com/M/title-exact?Body%20Snatcher,%20The%20(1945)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,"The Body Snatcher is a 1945 American horror film directed by Robert Wise, based on the 1884 short story of the same name by Robert Louis Stevenson. Philip MacDonald adapted the story for the screen, and producer Val Lewton, credited as ""Carlos Keith"", modified MacDonald's screenplay. The film stars Boris Karloff as John Gray, a cab driver who moonlights as a grave robber, and later murderer, to illegally supply Dr. MacFarlane (played by Henry Daniell) with cadavers for his classes, and makes mention of Burke, Hare, and Dr. Knox, in reference to the West Port murders of 1828. Alongside Karloff and Daniell, the film's cast includes Russell Wade, Edith Atwater, and Bela Lugosi. It was the last film in which both Karloff and Lugosi appeared together.","movie_title: Body Snatcher, The (1945). Genre: Horror. Summary: The Body Snatcher is a 1945 American horror film directed by Robert Wise, based on the 1884 short story of the same name by Robert Louis Stevenson. Philip MacDonald adapted the story for the screen, and producer Val Lewton, credited as ""Carlos Keith"", modified MacDonald's screenplay. The film stars Boris Karloff as John Gray, a cab driver who moonlights as a grave robber, and later murderer, to illegally supply Dr. MacFarlane (played by Henry Daniell) with cadavers for his classes, and makes mention of Burke, Hare, and Dr. Knox, in reference to the West Port murders of 1828. Alongside Karloff and Daniell, the film's cast includes Russell Wade, Edith Atwater, and Bela Lugosi. It was the last film in which both Karloff and Lugosi appeared together."
445,446,Burnt Offerings (1976),01-Jan-1976,,http://us.imdb.com/M/title-exact?Burnt%20Offerings%20(1976),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,"Burnt Offerings is a 1976 American supernatural horror film co-written and directed by Dan Curtis and starring Karen Black, Oliver Reed, Bette Davis, and Lee H. Montgomery, with Eileen Heckart, Burgess Meredith and Anthony James in supporting roles. It is based on the 1973 novel of the same title by Robert Marasco. The plot follows the Rolf family which begins to interpersonally dissolve under supernatural forces in a large estate they have rented for the summer. The film's title derives from the Book of Leviticus, referring to a ""sacrifice by fire"" and a ""gift offered to God.""","movie_title: Burnt Offerings (1976). Genre: Horror. Summary: Burnt Offerings is a 1976 American supernatural horror film co-written and directed by Dan Curtis and starring Karen Black, Oliver Reed, Bette Davis, and Lee H. Montgomery, with Eileen Heckart, Burgess Meredith and Anthony James in supporting roles. It is based on the 1973 novel of the same title by Robert Marasco. The plot follows the Rolf family which begins to interpersonally dissolve under supernatural forces in a large estate they have rented for the summer. The film's title derives from the Book of Leviticus, referring to a ""sacrifice by fire"" and a ""gift offered to God."""
446,447,Carrie (1976),01-Jan-1976,,http://us.imdb.com/M/title-exact?Carrie%20(1976),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,"Carrie is a 1976 American supernatural horror film directed by Brian De Palma from a screenplay written by Lawrence D. Cohen, adapted from Stephen King's 1974 semi-epistolary novel Carrie. The film stars Sissy Spacek as Carrie White, a shy teenage girl who is constantly mocked and bullied at her school. She later develops the power of telekinesis and uses it to wreak vengeance on her tormentors. The film also features Piper Laurie, Amy Irving, Nancy Allen, William Katt, P. J. Soles, Betty Buckley, and John Travolta in supporting roles. It is the first film in the Carrie franchise.","movie_title: Carrie (1976). Genre: Horror. Summary: Carrie is a 1976 American supernatural horror film directed by Brian De Palma from a screenplay written by Lawrence D. Cohen, adapted from Stephen King's 1974 semi-epistolary novel Carrie. The film stars Sissy Spacek as Carrie White, a shy teenage girl who is constantly mocked and bullied at her school. She later develops the power of telekinesis and uses it to wreak vengeance on her tormentors. The film also features Piper Laurie, Amy Irving, Nancy Allen, William Katt, P. J. Soles, Betty Buckley, and John Travolta in supporting roles. It is the first film in the Carrie franchise."
447,448,"Omen, The (1976)",01-Jan-1976,,"http://us.imdb.com/M/title-exact?Omen,%20The%20(1976)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Horror,"The Omen is a 1976 supernatural horror film directed by Richard Donner and written by David Seltzer. An international co-production of the United Kingdom and the United States, it stars Gregory Peck, Lee Remick, David Warner, Harvey Spencer Stephens (in his film debut), Billie Whitelaw, Patrick Troughton, Martin Benson, and Leo McKern. The film's plot follows Damien Thorn, a young child replaced at birth by his father, unbeknownst to his wife, after their biological child dies shortly after birth. As a series of mysterious events and violent deaths occur around the family and Damien enters childhood, they come to learn he is in fact the prophesied Antichrist.","movie_title: Omen, The (1976). Genre: Horror. Summary: The Omen is a 1976 supernatural horror film directed by Richard Donner and written by David Seltzer. An international co-production of the United Kingdom and the United States, it stars Gregory Peck, Lee Remick, David Warner, Harvey Spencer Stephens (in his film debut), Billie Whitelaw, Patrick Troughton, Martin Benson, and Leo McKern. The film's plot follows Damien Thorn, a young child replaced at birth by his father, unbeknownst to his wife, after their biological child dies shortly after birth. As a series of mysterious events and violent deaths occur around the family and Damien enters childhood, they come to learn he is in fact the prophesied Antichrist."
448,449,Star Trek: The Motion Picture (1979),01-Jan-1979,,http://us.imdb.com/M/title-exact?Star%20Trek:%20The%20Motion%20Picture%20(1979),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Action, Adventure, Sci-Fi","Star Trek: The Motion Picture is a 1979 American science fiction film directed by Robert Wise. The Motion Picture is based on and stars the cast of the 1966–1969 television series Star Trek created by Gene Roddenberry, who serves as producer. In the film, set in the 2270s, a mysterious and powerful alien cloud known as V'Ger approaches Earth, destroying everything in its path. Admiral James T. Kirk (William Shatner) assumes command of the recently refitted Starship Enterprise to lead it on a mission to determine V'Ger's origins and save the planet.","movie_title: Star Trek: The Motion Picture (1979). Genre: Action, Adventure, Sci-Fi. Summary: Star Trek: The Motion Picture is a 1979 American science fiction film directed by Robert Wise. The Motion Picture is based on and stars the cast of the 1966–1969 television series Star Trek created by Gene Roddenberry, who serves as producer. In the film, set in the 2270s, a mysterious and powerful alien cloud known as V'Ger approaches Earth, destroying everything in its path. Admiral James T. Kirk (William Shatner) assumes command of the recently refitted Starship Enterprise to lead it on a mission to determine V'Ger's origins and save the planet."
449,450,Star Trek V: The Final Frontier (1989),01-Jan-1989,,http://us.imdb.com/M/title-exact?Star%20Trek%20V:%20The%20Final%20Frontier%20(1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Action, Adventure, Sci-Fi","Star Trek V: The Final Frontier is a 1989 American science fiction film directed by William Shatner and based on the television series Star Trek created by Gene Roddenberry. It is the fifth installment in the Star Trek film series, and takes place shortly after the events of Star Trek IV: The Voyage Home (1986). Its plot follows the crew of the USS Enterprise-A as they confront renegade Vulcan Sybok, who is searching for God at the center of the galaxy.","movie_title: Star Trek V: The Final Frontier (1989). Genre: Action, Adventure, Sci-Fi. Summary: Star Trek V: The Final Frontier is a 1989 American science fiction film directed by William Shatner and based on the television series Star Trek created by Gene Roddenberry. It is the fifth installment in the Star Trek film series, and takes place shortly after the events of Star Trek IV: The Voyage Home (1986). Its plot follows the crew of the USS Enterprise-A as they confront renegade Vulcan Sybok, who is searching for God at the center of the galaxy."
450,451,Grease (1978),01-Jan-1978,,http://us.imdb.com/M/title-exact?Grease%20(1978),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,"Comedy, Musical, Romance","Grease is a 1978 American musical romantic comedy film directed by Randal Kleiser (in his feature directorial debut) from a screenplay by Bronté Woodard and an adaptation by co-producer Allan Carr, based on the 1972 stage musical of the same name by Jim Jacobs and Warren Casey. The plot follows greaser Danny Zuko (John Travolta) and Australian transfer student Sandy Olsson (Olivia Newton-John), who develop an attraction for each other during a summer romance.","movie_title: Grease (1978). Genre: Comedy, Musical, Romance. Summary: Grease is a 1978 American musical romantic comedy film directed by Randal Kleiser (in his feature directorial debut) from a screenplay by Bronté Woodard and an adaptation by co-producer Allan Carr, based on the 1972 stage musical of the same name by Jim Jacobs and Warren Casey. The plot follows greaser Danny Zuko (John Travolta) and Australian transfer student Sandy Olsson (Olivia Newton-John), who develop an attraction for each other during a summer romance."
451,452,Jaws 2 (1978),01-Jan-1978,,http://us.imdb.com/M/title-exact?Jaws%202%20(1978),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Action, Horror","Jaws 2 is a 1978 American horror thriller film directed by Jeannot Szwarc and written by Howard Sackler and Carl Gottlieb. It is the sequel to Steven Spielberg's Jaws (1975), and the second installment in the Jaws franchise. The film stars Roy Scheider as Police Chief Martin Brody, with Lorraine Gary, Murray Hamilton and Jeffrey Kramer reprising their respective roles as Martin's wife Ellen Brody, mayor Larry Vaughn and Deputy Hendricks. It also stars Joseph Mascolo,  Collin Wilcox, Ann Dusenberry, Mark Gruner, Susan French, Barry Coe, Donna Wilkes, Gary Springer, and Keith Gordon in his first feature film role. The plot concerns Police Chief Martin Brody suspecting another great white shark is terrorizing the fictional seaside resort community of Amity Island, following a series of incidents and disappearances, and his suspicions are eventually proven true.","movie_title: Jaws 2 (1978). Genre: Action, Horror. Summary: Jaws 2 is a 1978 American horror thriller film directed by Jeannot Szwarc and written by Howard Sackler and Carl Gottlieb. It is the sequel to Steven Spielberg's Jaws (1975), and the second installment in the Jaws franchise. The film stars Roy Scheider as Police Chief Martin Brody, with Lorraine Gary, Murray Hamilton and Jeffrey Kramer reprising their respective roles as Martin's wife Ellen Brody, mayor Larry Vaughn and Deputy Hendricks. It also stars Joseph Mascolo,  Collin Wilcox, Ann Dusenberry, Mark Gruner, Susan French, Barry Coe, Donna Wilkes, Gary Springer, and Keith Gordon in his first feature film role. The plot concerns Police Chief Martin Brody suspecting another great white shark is terrorizing the fictional seaside resort community of Amity Island, following a series of incidents and disappearances, and his suspicions are eventually proven true."
452,453,Jaws 3-D (1983),01-Jan-1983,,http://us.imdb.com/M/title-exact?Jaws%203-D%20(1983),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Action, Horror","Jaws 3-D (titled Jaws III in its 2-D form) is a 1983 American horror film directed by Joe Alves and starring Dennis Quaid, Bess Armstrong, Simon MacCorkindale and Louis Gossett Jr. As the second sequel to Steven Spielberg's Jaws it was the third installment in the Jaws franchise. The film follows the Brody children from the previous films to SeaWorld, a Florida marine park with underwater tunnels and lagoons. As the park prepares for opening, a young great white shark infiltrates the park from the sea, seemingly attacking and killing the park's employees. Once the shark is captured, it becomes apparent that a second, much larger shark also entered the park and was the real culprit.","movie_title: Jaws 3-D (1983). Genre: Action, Horror. Summary: Jaws 3-D (titled Jaws III in its 2-D form) is a 1983 American horror film directed by Joe Alves and starring Dennis Quaid, Bess Armstrong, Simon MacCorkindale and Louis Gossett Jr. As the second sequel to Steven Spielberg's Jaws it was the third installment in the Jaws franchise. The film follows the Brody children from the previous films to SeaWorld, a Florida marine park with underwater tunnels and lagoons. As the park prepares for opening, a young great white shark infiltrates the park from the sea, seemingly attacking and killing the park's employees. Once the shark is captured, it becomes apparent that a second, much larger shark also entered the park and was the real culprit."
453,454,Bastard Out of Carolina (1996),15-Dec-1996,,http://us.imdb.com/M/title-exact?Bastard%20Out%20of%20Carolina%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Drama,"Bastard Out of Carolina is a 1996 American drama film made by Showtime Networks, directed by Anjelica Huston.  It is based on the 1992 novel by Dorothy Allison and adapted for the screen by Anne Meredith. Jena Malone stars in her debut as a poor, physically abused and sexually molested girl.","movie_title: Bastard Out of Carolina (1996). Genre: Drama. Summary: Bastard Out of Carolina is a 1996 American drama film made by Showtime Networks, directed by Anjelica Huston.  It is based on the 1992 novel by Dorothy Allison and adapted for the screen by Anne Meredith. Jena Malone stars in her debut as a poor, physically abused and sexually molested girl."
454,455,Jackie Chan's First Strike (1996),10-Jan-1997,,http://us.imdb.com/M/title-exact?Police%20Story%204:%20First%20Strike%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Action,"Police Story 4: First Strike (Chinese: 警察故事4之簡單任務), also known as First Strike or Jackie Chan's First Strike, is a 1996 Hong Kong action film directed and co-written by Stanley Tong, and starring Jackie Chan, Jackson Lou, Annie Wu, Bill Tung, Yuri Petrov, and Nonna Grishayeva. It is the fourth main installment of the Police Story series, and the final film in the series' original timeline before its reboot with 2004's New Police Story.","movie_title: Jackie Chan's First Strike (1996). Genre: Action. Summary: Police Story 4: First Strike (Chinese: 警察故事4之簡單任務), also known as First Strike or Jackie Chan's First Strike, is a 1996 Hong Kong action film directed and co-written by Stanley Tong, and starring Jackie Chan, Jackson Lou, Annie Wu, Bill Tung, Yuri Petrov, and Nonna Grishayeva. It is the fourth main installment of the Police Story series, and the final film in the series' original timeline before its reboot with 2004's New Police Story."
455,456,Beverly Hills Ninja (1997),17-Jan-1997,,http://us.imdb.com/M/title-exact?Beverly%20Hills%20Ninja%20(1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Comedy","Beverly Hills Ninja is a 1997 American martial arts slapstick comedy film directed by Dennis Dugan, written by Mark Feldberg and Mitch Klebanoff. The film stars Chris Farley, Nicollette Sheridan, Nathaniel Parker, with Chris Rock, and Robin Shou. The main plot revolves around Haru (Farley), a white orphan boy who was raised by a clan of ninjas as an infant, traveling to Beverly Hills to investigate a murder surrounding a counterfiet operation. Upon release, the film received negative reviews from critics but was a modest commercial success, grossing nearly $38 million worldwide on a $18 million budget. It was the last film starring Farley to be released in his lifetime, as he died eleven months after its release later that same year.","movie_title: Beverly Hills Ninja (1997). Genre: Action, Comedy. Summary: Beverly Hills Ninja is a 1997 American martial arts slapstick comedy film directed by Dennis Dugan, written by Mark Feldberg and Mitch Klebanoff. The film stars Chris Farley, Nicollette Sheridan, Nathaniel Parker, with Chris Rock, and Robin Shou. The main plot revolves around Haru (Farley), a white orphan boy who was raised by a clan of ninjas as an infant, traveling to Beverly Hills to investigate a murder surrounding a counterfiet operation. Upon release, the film received negative reviews from critics but was a modest commercial success, grossing nearly $38 million worldwide on a $18 million budget. It was the last film starring Farley to be released in his lifetime, as he died eleven months after its release later that same year."
