item_id,item_series_id,series_id,position_in_series,positional_embedding
1980,Series 54_P1,Series 54,1,"[0.8414709848078965, 0.770079241795612, 0.4605636414688446, 0.9456752063756839, 0.22708824263167696, 0.987466835729271, 0.1094282421945247, 0.9971241797617003, 0.0524566586794737, 0.999340944035908, 0.025116222909773774, 0.9998490062139868, 0.012022354714795905, 0.9999654086508828, 0.005754367615745513, 0.9999920755445039, 0.002754225221179269, 0.9999981846102755, 0.0013182563567451652, 0.9999995841181433, 0.0006309573026154199, 0.9999999047269656, 0.0003019951674498205, 0.9999999781742085, 0.00014454397657126753, 0.999999995, 6.91830970367051e-05, 0.9999999988545661, 3.311311214220778e-05, 0.9999999997375962, 1.584893192394763e-05, 0.9999999999398868, 7.585775750219083e-06, 0.9999999999862289, 3.6307805476930325e-06, 0.9999999999968452, 1.7378008287485016e-06, 0.9999999999992772, 8.317637711025748e-07, 0.9999999999998345, 3.981071705534864e-07, 0.999999999999962, 1.9054607179632366e-07, 0.9999999999999913, 9.120108393559083e-08, 0.999999999999998, 4.365158322401655e-08, 0.9999999999999996, 2.0892961308540408e-08, 0.9999999999999999]"
2541,Series 106_P2,Series 106,2,"[0.9092974268256817, 0.18604407728900943, 0.8176171567378667, 0.7886031919073848, 0.4423107548631735, 0.9501815033303579, 0.21754218512304058, 0.9885132597308871, 0.10476887288125773, 0.9973646448531596, 0.050216599387465206, 0.9993960704541941, 0.024042971691559313, 0.9998616369966541, 0.011508544686996618, 0.9999683023036096, 0.005508429549436851, 0.999992738447693, 0.002636510422623673, 0.999998336472919, 0.0012619143540422218, 0.9999996189078806, 0.0006039903073573545, 0.9999999126968349, 0.0002890879501225833, 0.9999999800000001, 0.0001383661937422791, 0.9999999954182647, 6.622622424810774e-05, 0.999999998950385, 3.1697863843914184e-05, 0.9999999997595471, 1.517155150000165e-05, 0.9999999999449154, 7.2615610953382025e-06, 0.9999999999873809, 3.4756016574917553e-06, 0.9999999999971091, 1.6635275422045743e-06, 0.9999999999993378, 7.962143411069097e-07, 0.9999999999998482, 3.8109214359264044e-07, 0.9999999999999653, 1.8240216787118092e-07, 0.999999999999992, 8.730316644803303e-08, 0.9999999999999982, 4.17859226170808e-08, 0.9999999999999996]"
1272,Series 102_P1,Series 102,1,"[0.8414709848078965, 0.770079241795612, 0.4605636414688446, 0.9456752063756839, 0.22708824263167696, 0.987466835729271, 0.1094282421945247, 0.9971241797617003, 0.0524566586794737, 0.999340944035908, 0.025116222909773774, 0.9998490062139868, 0.012022354714795905, 0.9999654086508828, 0.005754367615745513, 0.9999920755445039, 0.002754225221179269, 0.9999981846102755, 0.0013182563567451652, 0.9999995841181433, 0.0006309573026154199, 0.9999999047269656, 0.0003019951674498205, 0.9999999781742085, 0.00014454397657126753, 0.999999995, 6.91830970367051e-05, 0.9999999988545661, 3.311311214220778e-05, 0.9999999997375962, 1.584893192394763e-05, 0.9999999999398868, 7.585775750219083e-06, 0.9999999999862289, 3.6307805476930325e-06, 0.9999999999968452, 1.7378008287485016e-06, 0.9999999999992772, 8.317637711025748e-07, 0.9999999999998345, 3.981071705534864e-07, 0.999999999999962, 1.9054607179632366e-07, 0.9999999999999913, 9.120108393559083e-08, 0.999999999999998, 4.365158322401655e-08, 0.9999999999999996, 2.0892961308540408e-08, 0.9999999999999999]"
1275,Series 102_P2,Series 102,2,"[0.9092974268256817, 0.18604407728900943, 0.8176171567378667, 0.7886031919073848, 0.4423107548631735, 0.9501815033303579, 0.21754218512304058, 0.9885132597308871, 0.10476887288125773, 0.9973646448531596, 0.050216599387465206, 0.9993960704541941, 0.024042971691559313, 0.9998616369966541, 0.011508544686996618, 0.9999683023036096, 0.005508429549436851, 0.999992738447693, 0.002636510422623673, 0.999998336472919, 0.0012619143540422218, 0.9999996189078806, 0.0006039903073573545, 0.9999999126968349, 0.0002890879501225833, 0.9999999800000001, 0.0001383661937422791, 0.9999999954182647, 6.622622424810774e-05, 0.999999998950385, 3.1697863843914184e-05, 0.9999999997595471, 1.517155150000165e-05, 0.9999999999449154, 7.2615610953382025e-06, 0.9999999999873809, 3.4756016574917553e-06, 0.9999999999971091, 1.6635275422045743e-06, 0.9999999999993378, 7.962143411069097e-07, 0.9999999999998482, 3.8109214359264044e-07, 0.9999999999999653, 1.8240216787118092e-07, 0.999999999999992, 8.730316644803303e-08, 0.9999999999999982, 4.17859226170808e-08, 0.9999999999999996]"
1276,Series 102_P3,Series 102,3,"[0.1411200080598672, -0.4835418778370426, 0.9909139716143729, 0.5458497661353945, 0.6344218100263304, 0.8890786091949494, 0.3230433150473513, 0.9742167668237505, 0.15679259586948702, 0.994073707435281, 0.07528529299888895, 0.9986413295015921, 0.03606011344343427, 0.9996886922165168, 0.01726234067556841, 0.9999286806540969, 0.00826259209200955, 0.9999836615320264, 0.003954759906772847, 0.999996257065365, 0.0018928709030918876, 0.9999991425427994, 0.0009059853921803183, 0.9999998035678819, 0.0004336319176339958, 0.9999999550000004, 0.00020754928978559083, 0.9999999896910956, 9.933933628139212e-05, 0.9999999976383664, 4.7546795755918606e-05, 0.999999999458981, 2.2757327248911186e-05, 0.9999999998760597, 1.0892341642887646e-05, 0.9999999999716069, 5.213402486224513e-06, 0.9999999999934955, 2.495291313305423e-06, 0.9999999999985099, 1.1943215116602066e-06, 0.9999999999996586, 5.716382153889433e-07, 0.9999999999999218, 2.736032518067695e-07, 0.9999999999999821, 1.3095474967204932e-07, 0.9999999999999959, 6.267888392562118e-08, 0.9999999999999991]"
1277,Series 102_P4,Series 102,4,"[-0.7568024953079283, -0.9307752026113622, 0.9415062110105988, 0.24378998857303116, 0.7933832927126037, 0.8056897785422777, 0.42466449969116443, 0.9543169293275685, 0.20838457529672513, 0.989472469606138, 0.10030648729934574, 0.9975850112785689, 0.048072042985881594, 0.9994465862752576, 0.023015565055894787, 0.999873211223926, 0.011016691956451144, 0.9999709538962321, 0.005273002518337972, 0.9999933458972107, 0.0025238266985760983, 0.9999984756318129, 0.001207980394376433, 0.9999996507873545, 0.0005781758760855534, 0.999999920000001, 0.00027673238483550924, 0.9999999816730588, 0.00013245244820575305, 0.9999999958015403, 6.33957276559798e-05, 0.9999999990381885, 3.0343102996511175e-05, 0.9999999997796617, 1.45231221902935e-05, 0.9999999999495234, 6.951203314941526e-06, 0.9999999999884365, 3.327055084404545e-06, 0.9999999999973509, 1.5924286822133147e-06, 0.9999999999993932, 7.621842871852255e-07, 0.999999999999861, 3.6480433574235576e-07, 0.9999999999999681, 1.7460633289606536e-07, 0.9999999999999927, 8.357184523416154e-08, 0.9999999999999983]"
1278,Series 8_P2,Series 8,2,"[0.9092974268256817, 0.18604407728900943, 0.8176171567378667, 0.7886031919073848, 0.4423107548631735, 0.9501815033303579, 0.21754218512304058, 0.9885132597308871, 0.10476887288125773, 0.9973646448531596, 0.050216599387465206, 0.9993960704541941, 0.024042971691559313, 0.9998616369966541, 0.011508544686996618, 0.9999683023036096, 0.005508429549436851, 0.999992738447693, 0.002636510422623673, 0.999998336472919, 0.0012619143540422218, 0.9999996189078806, 0.0006039903073573545, 0.9999999126968349, 0.0002890879501225833, 0.9999999800000001, 0.0001383661937422791, 0.9999999954182647, 6.622622424810774e-05, 0.999999998950385, 3.1697863843914184e-05, 0.9999999997595471, 1.517155150000165e-05, 0.9999999999449154, 7.2615610953382025e-06, 0.9999999999873809, 3.4756016574917553e-06, 0.9999999999971091, 1.6635275422045743e-06, 0.9999999999993378, 7.962143411069097e-07, 0.9999999999998482, 3.8109214359264044e-07, 0.9999999999999653, 1.8240216787118092e-07, 0.999999999999992, 8.730316644803303e-08, 0.9999999999999982, 4.17859226170808e-08, 0.9999999999999996]"
950,Series 64_P1,Series 64,1,"[0.8414709848078965, 0.770079241795612, 0.4605636414688446, 0.9456752063756839, 0.22708824263167696, 0.987466835729271, 0.1094282421945247, 0.9971241797617003, 0.0524566586794737, 0.999340944035908, 0.025116222909773774, 0.9998490062139868, 0.012022354714795905, 0.9999654086508828, 0.005754367615745513, 0.9999920755445039, 0.002754225221179269, 0.9999981846102755, 0.0013182563567451652, 0.9999995841181433, 0.0006309573026154199, 0.9999999047269656, 0.0003019951674498205, 0.9999999781742085, 0.00014454397657126753, 0.999999995, 6.91830970367051e-05, 0.9999999988545661, 3.311311214220778e-05, 0.9999999997375962, 1.584893192394763e-05, 0.9999999999398868, 7.585775750219083e-06, 0.9999999999862289, 3.6307805476930325e-06, 0.9999999999968452, 1.7378008287485016e-06, 0.9999999999992772, 8.317637711025748e-07, 0.9999999999998345, 3.981071705534864e-07, 0.999999999999962, 1.9054607179632366e-07, 0.9999999999999913, 9.120108393559083e-08, 0.999999999999998, 4.365158322401655e-08, 0.9999999999999996, 2.0892961308540408e-08, 0.9999999999999999]"
3461,Series 71_P2,Series 71,2,"[0.9092974268256817, 0.18604407728900943, 0.8176171567378667, 0.7886031919073848, 0.4423107548631735, 0.9501815033303579, 0.21754218512304058, 0.9885132597308871, 0.10476887288125773, 0.9973646448531596, 0.050216599387465206, 0.9993960704541941, 0.024042971691559313, 0.9998616369966541, 0.011508544686996618, 0.9999683023036096, 0.005508429549436851, 0.999992738447693, 0.002636510422623673, 0.999998336472919, 0.0012619143540422218, 0.9999996189078806, 0.0006039903073573545, 0.9999999126968349, 0.0002890879501225833, 0.9999999800000001, 0.0001383661937422791, 0.9999999954182647, 6.622622424810774e-05, 0.999999998950385, 3.1697863843914184e-05, 0.9999999997595471, 1.517155150000165e-05, 0.9999999999449154, 7.2615610953382025e-06, 0.9999999999873809, 3.4756016574917553e-06, 0.9999999999971091, 1.6635275422045743e-06, 0.9999999999993378, 7.962143411069097e-07, 0.9999999999998482, 3.8109214359264044e-07, 0.9999999999999653, 1.8240216787118092e-07, 0.999999999999992, 8.730316644803303e-08, 0.9999999999999982, 4.17859226170808e-08, 0.9999999999999996]"
3462,Series 71_P3,Series 71,3,"[0.1411200080598672, -0.4835418778370426, 0.9909139716143729, 0.5458497661353945, 0.6344218100263304, 0.8890786091949494, 0.3230433150473513, 0.9742167668237505, 0.15679259586948702, 0.994073707435281, 0.07528529299888895, 0.9986413295015921, 0.03606011344343427, 0.9996886922165168, 0.01726234067556841, 0.9999286806540969, 0.00826259209200955, 0.9999836615320264, 0.003954759906772847, 0.999996257065365, 0.0018928709030918876, 0.9999991425427994, 0.0009059853921803183, 0.9999998035678819, 0.0004336319176339958, 0.9999999550000004, 0.00020754928978559083, 0.9999999896910956, 9.933933628139212e-05, 0.9999999976383664, 4.7546795755918606e-05, 0.999999999458981, 2.2757327248911186e-05, 0.9999999998760597, 1.0892341642887646e-05, 0.9999999999716069, 5.213402486224513e-06, 0.9999999999934955, 2.495291313305423e-06, 0.9999999999985099, 1.1943215116602066e-06, 0.9999999999996586, 5.716382153889433e-07, 0.9999999999999218, 2.736032518067695e-07, 0.9999999999999821, 1.3095474967204932e-07, 0.9999999999999959, 6.267888392562118e-08, 0.9999999999999991]"
802,Series 51_P1,Series 51,1,"[0.8414709848078965, 0.770079241795612, 0.4605636414688446, 0.9456752063756839, 0.22708824263167696, 0.987466835729271, 0.1094282421945247, 0.9971241797617003, 0.0524566586794737, 0.999340944035908, 0.025116222909773774, 0.9998490062139868, 0.012022354714795905, 0.9999654086508828, 0.005754367615745513, 0.9999920755445039, 0.002754225221179269, 0.9999981846102755, 0.0013182563567451652, 0.9999995841181433, 0.0006309573026154199, 0.9999999047269656, 0.0003019951674498205, 0.9999999781742085, 0.00014454397657126753, 0.999999995, 6.91830970367051e-05, 0.9999999988545661, 3.311311214220778e-05, 0.9999999997375962, 1.584893192394763e-05, 0.9999999999398868, 7.585775750219083e-06, 0.9999999999862289, 3.6307805476930325e-06, 0.9999999999968452, 1.7378008287485016e-06, 0.9999999999992772, 8.317637711025748e-07, 0.9999999999998345, 3.981071705534864e-07, 0.999999999999962, 1.9054607179632366e-07, 0.9999999999999913, 9.120108393559083e-08, 0.999999999999998, 4.365158322401655e-08, 0.9999999999999996, 2.0892961308540408e-08, 0.9999999999999999]"
2214,Series 27_P1,Series 27,1,"[0.8414709848078965, 0.770079241795612, 0.4605636414688446, 0.9456752063756839, 0.22708824263167696, 0.987466835729271, 0.1094282421945247, 0.9971241797617003, 0.0524566586794737, 0.999340944035908, 0.025116222909773774, 0.9998490062139868, 0.012022354714795905, 0.9999654086508828, 0.005754367615745513, 0.9999920755445039, 0.002754225221179269, 0.9999981846102755, 0.0013182563567451652, 0.9999995841181433, 0.0006309573026154199, 0.9999999047269656, 0.0003019951674498205, 0.9999999781742085, 0.00014454397657126753, 0.999999995, 6.91830970367051e-05, 0.9999999988545661, 3.311311214220778e-05, 0.9999999997375962, 1.584893192394763e-05, 0.9999999999398868, 7.585775750219083e-06, 0.9999999999862289, 3.6307805476930325e-06, 0.9999999999968452, 1.7378008287485016e-06, 0.9999999999992772, 8.317637711025748e-07, 0.9999999999998345, 3.981071705534864e-07, 0.999999999999962, 1.9054607179632366e-07, 0.9999999999999913, 9.120108393559083e-08, 0.999999999999998, 4.365158322401655e-08, 0.9999999999999996, 2.0892961308540408e-08, 0.9999999999999999]"
3481,Series 113_P3,Series 113,3,"[0.1411200080598672, -0.4835418778370426, 0.9909139716143729, 0.5458497661353945, 0.6344218100263304, 0.8890786091949494, 0.3230433150473513, 0.9742167668237505, 0.15679259586948702, 0.994073707435281, 0.07528529299888895, 0.9986413295015921, 0.03606011344343427, 0.9996886922165168, 0.01726234067556841, 0.9999286806540969, 0.00826259209200955, 0.9999836615320264, 0.003954759906772847, 0.999996257065365, 0.0018928709030918876, 0.9999991425427994, 0.0009059853921803183, 0.9999998035678819, 0.0004336319176339958, 0.9999999550000004, 0.00020754928978559083, 0.9999999896910956, 9.933933628139212e-05, 0.9999999976383664, 4.7546795755918606e-05, 0.999999999458981, 2.2757327248911186e-05, 0.9999999998760597, 1.0892341642887646e-05, 0.9999999999716069, 5.213402486224513e-06, 0.9999999999934955, 2.495291313305423e-06, 0.9999999999985099, 1.1943215116602066e-06, 0.9999999999996586, 5.716382153889433e-07, 0.9999999999999218, 2.736032518067695e-07, 0.9999999999999821, 1.3095474967204932e-07, 0.9999999999999959, 6.267888392562118e-08, 0.9999999999999991]"
1820,Series 14_P1,Series 14,1,"[0.8414709848078965, 0.770079241795612, 0.4605636414688446, 0.9456752063756839, 0.22708824263167696, 0.987466835729271, 0.1094282421945247, 0.9971241797617003, 0.0524566586794737, 0.999340944035908, 0.025116222909773774, 0.9998490062139868, 0.012022354714795905, 0.9999654086508828, 0.005754367615745513, 0.9999920755445039, 0.002754225221179269, 0.9999981846102755, 0.0013182563567451652, 0.9999995841181433, 0.0006309573026154199, 0.9999999047269656, 0.0003019951674498205, 0.9999999781742085, 0.00014454397657126753, 0.999999995, 6.91830970367051e-05, 0.9999999988545661, 3.311311214220778e-05, 0.9999999997375962, 1.584893192394763e-05, 0.9999999999398868, 7.585775750219083e-06, 0.9999999999862289, 3.6307805476930325e-06, 0.9999999999968452, 1.7378008287485016e-06, 0.9999999999992772, 8.317637711025748e-07, 0.9999999999998345, 3.981071705534864e-07, 0.999999999999962, 1.9054607179632366e-07, 0.9999999999999913, 9.120108393559083e-08, 0.999999999999998, 4.365158322401655e-08, 0.9999999999999996, 2.0892961308540408e-08, 0.9999999999999999]"
1821,Series 14_P2,Series 14,2,"[0.9092974268256817, 0.18604407728900943, 0.8176171567378667, 0.7886031919073848, 0.4423107548631735, 0.9501815033303579, 0.21754218512304058, 0.9885132597308871, 0.10476887288125773, 0.9973646448531596, 0.050216599387465206, 0.9993960704541941, 0.024042971691559313, 0.9998616369966541, 0.011508544686996618, 0.9999683023036096, 0.005508429549436851, 0.999992738447693, 0.002636510422623673, 0.999998336472919, 0.0012619143540422218, 0.9999996189078806, 0.0006039903073573545, 0.9999999126968349, 0.0002890879501225833, 0.9999999800000001, 0.0001383661937422791, 0.9999999954182647, 6.622622424810774e-05, 0.999999998950385, 3.1697863843914184e-05, 0.9999999997595471, 1.517155150000165e-05, 0.9999999999449154, 7.2615610953382025e-06, 0.9999999999873809, 3.4756016574917553e-06, 0.9999999999971091, 1.6635275422045743e-06, 0.9999999999993378, 7.962143411069097e-07, 0.9999999999998482, 3.8109214359264044e-07, 0.9999999999999653, 1.8240216787118092e-07, 0.999999999999992, 8.730316644803303e-08, 0.9999999999999982, 4.17859226170808e-08, 0.9999999999999996]"
1823,Series 66_P1,Series 66,1,"[0.8414709848078965, 0.770079241795612, 0.4605636414688446, 0.9456752063756839, 0.22708824263167696, 0.987466835729271, 0.1094282421945247, 0.9971241797617003, 0.0524566586794737, 0.999340944035908, 0.025116222909773774, 0.9998490062139868, 0.012022354714795905, 0.9999654086508828, 0.005754367615745513, 0.9999920755445039, 0.002754225221179269, 0.9999981846102755, 0.0013182563567451652, 0.9999995841181433, 0.0006309573026154199, 0.9999999047269656, 0.0003019951674498205, 0.9999999781742085, 0.00014454397657126753, 0.999999995, 6.91830970367051e-05, 0.9999999988545661, 3.311311214220778e-05, 0.9999999997375962, 1.584893192394763e-05, 0.9999999999398868, 7.585775750219083e-06, 0.9999999999862289, 3.6307805476930325e-06, 0.9999999999968452, 1.7378008287485016e-06, 0.9999999999992772, 8.317637711025748e-07, 0.9999999999998345, 3.981071705534864e-07, 0.999999999999962, 1.9054607179632366e-07, 0.9999999999999913, 9.120108393559083e-08, 0.999999999999998, 4.365158322401655e-08, 0.9999999999999996, 2.0892961308540408e-08, 0.9999999999999999]"
3023,Series 67_P1,Series 67,1,"[0.8414709848078965, 0.770079241795612, 0.4605636414688446, 0.9456752063756839, 0.22708824263167696, 0.987466835729271, 0.1094282421945247, 0.9971241797617003, 0.0524566586794737, 0.999340944035908, 0.025116222909773774, 0.9998490062139868, 0.012022354714795905, 0.9999654086508828, 0.005754367615745513, 0.9999920755445039, 0.002754225221179269, 0.9999981846102755, 0.0013182563567451652, 0.9999995841181433, 0.0006309573026154199, 0.9999999047269656, 0.0003019951674498205, 0.9999999781742085, 0.00014454397657126753, 0.999999995, 6.91830970367051e-05, 0.9999999988545661, 3.311311214220778e-05, 0.9999999997375962, 1.584893192394763e-05, 0.9999999999398868, 7.585775750219083e-06, 0.9999999999862289, 3.6307805476930325e-06, 0.9999999999968452, 1.7378008287485016e-06, 0.9999999999992772, 8.317637711025748e-07, 0.9999999999998345, 3.981071705534864e-07, 0.999999999999962, 1.9054607179632366e-07, 0.9999999999999913, 9.120108393559083e-08, 0.999999999999998, 4.365158322401655e-08, 0.9999999999999996, 2.0892961308540408e-08, 0.9999999999999999]"
2185,Series 16_P1,Series 16,1,"[0.8414709848078965, 0.770079241795612, 0.4605636414688446, 0.9456752063756839, 0.22708824263167696, 0.987466835729271, 0.1094282421945247, 0.9971241797617003, 0.0524566586794737, 0.999340944035908, 0.025116222909773774, 0.9998490062139868, 0.012022354714795905, 0.9999654086508828, 0.005754367615745513, 0.9999920755445039, 0.002754225221179269, 0.9999981846102755, 0.0013182563567451652, 0.9999995841181433, 0.0006309573026154199, 0.9999999047269656, 0.0003019951674498205, 0.9999999781742085, 0.00014454397657126753, 0.999999995, 6.91830970367051e-05, 0.9999999988545661, 3.311311214220778e-05, 0.9999999997375962, 1.584893192394763e-05, 0.9999999999398868, 7.585775750219083e-06, 0.9999999999862289, 3.6307805476930325e-06, 0.9999999999968452, 1.7378008287485016e-06, 0.9999999999992772, 8.317637711025748e-07, 0.9999999999998345, 3.981071705534864e-07, 0.999999999999962, 1.9054607179632366e-07, 0.9999999999999913, 9.120108393559083e-08, 0.999999999999998, 4.365158322401655e-08, 0.9999999999999996, 2.0892961308540408e-08, 0.9999999999999999]"
1831,Series 25_P2,Series 25,2,"[0.9092974268256817, 0.18604407728900943, 0.8176171567378667, 0.7886031919073848, 0.4423107548631735, 0.9501815033303579, 0.21754218512304058, 0.9885132597308871, 0.10476887288125773, 0.9973646448531596, 0.050216599387465206, 0.9993960704541941, 0.024042971691559313, 0.9998616369966541, 0.011508544686996618, 0.9999683023036096, 0.005508429549436851, 0.999992738447693, 0.002636510422623673, 0.999998336472919, 0.0012619143540422218, 0.9999996189078806, 0.0006039903073573545, 0.9999999126968349, 0.0002890879501225833, 0.9999999800000001, 0.0001383661937422791, 0.9999999954182647, 6.622622424810774e-05, 0.999999998950385, 3.1697863843914184e-05, 0.9999999997595471, 1.517155150000165e-05, 0.9999999999449154, 7.2615610953382025e-06, 0.9999999999873809, 3.4756016574917553e-06, 0.9999999999971091, 1.6635275422045743e-06, 0.9999999999993378, 7.962143411069097e-07, 0.9999999999998482, 3.8109214359264044e-07, 0.9999999999999653, 1.8240216787118092e-07, 0.999999999999992, 8.730316644803303e-08, 0.9999999999999982, 4.17859226170808e-08, 0.9999999999999996]"
1832,Series 25_P3,Series 25,3,"[0.1411200080598672, -0.4835418778370426, 0.9909139716143729, 0.5458497661353945, 0.6344218100263304, 0.8890786091949494, 0.3230433150473513, 0.9742167668237505, 0.15679259586948702, 0.994073707435281, 0.07528529299888895, 0.9986413295015921, 0.03606011344343427, 0.9996886922165168, 0.01726234067556841, 0.9999286806540969, 0.00826259209200955, 0.9999836615320264, 0.003954759906772847, 0.999996257065365, 0.0018928709030918876, 0.9999991425427994, 0.0009059853921803183, 0.9999998035678819, 0.0004336319176339958, 0.9999999550000004, 0.00020754928978559083, 0.9999999896910956, 9.933933628139212e-05, 0.9999999976383664, 4.7546795755918606e-05, 0.999999999458981, 2.2757327248911186e-05, 0.9999999998760597, 1.0892341642887646e-05, 0.9999999999716069, 5.213402486224513e-06, 0.9999999999934955, 2.495291313305423e-06, 0.9999999999985099, 1.1943215116602066e-06, 0.9999999999996586, 5.716382153889433e-07, 0.9999999999999218, 2.736032518067695e-07, 0.9999999999999821, 1.3095474967204932e-07, 0.9999999999999959, 6.267888392562118e-08, 0.9999999999999991]"
3446,Series 93_P1,Series 93,1,"[0.8414709848078965, 0.770079241795612, 0.4605636414688446, 0.9456752063756839, 0.22708824263167696, 0.987466835729271, 0.1094282421945247, 0.9971241797617003, 0.0524566586794737, 0.999340944035908, 0.025116222909773774, 0.9998490062139868, 0.012022354714795905, 0.9999654086508828, 0.005754367615745513, 0.9999920755445039, 0.002754225221179269, 0.9999981846102755, 0.0013182563567451652, 0.9999995841181433, 0.0006309573026154199, 0.9999999047269656, 0.0003019951674498205, 0.9999999781742085, 0.00014454397657126753, 0.999999995, 6.91830970367051e-05, 0.9999999988545661, 3.311311214220778e-05, 0.9999999997375962, 1.584893192394763e-05, 0.9999999999398868, 7.585775750219083e-06, 0.9999999999862289, 3.6307805476930325e-06, 0.9999999999968452, 1.7378008287485016e-06, 0.9999999999992772, 8.317637711025748e-07, 0.9999999999998345, 3.981071705534864e-07, 0.999999999999962, 1.9054607179632366e-07, 0.9999999999999913, 9.120108393559083e-08, 0.999999999999998, 4.365158322401655e-08, 0.9999999999999996, 2.0892961308540408e-08, 0.9999999999999999]"
3030,Series 41_P2,Series 41,2,"[0.9092974268256817, 0.18604407728900943, 0.8176171567378667, 0.7886031919073848, 0.4423107548631735, 0.9501815033303579, 0.21754218512304058, 0.9885132597308871, 0.10476887288125773, 0.9973646448531596, 0.050216599387465206, 0.9993960704541941, 0.024042971691559313, 0.9998616369966541, 0.011508544686996618, 0.9999683023036096, 0.005508429549436851, 0.999992738447693, 0.002636510422623673, 0.999998336472919, 0.0012619143540422218, 0.9999996189078806, 0.0006039903073573545, 0.9999999126968349, 0.0002890879501225833, 0.9999999800000001, 0.0001383661937422791, 0.9999999954182647, 6.622622424810774e-05, 0.999999998950385, 3.1697863843914184e-05, 0.9999999997595471, 1.517155150000165e-05, 0.9999999999449154, 7.2615610953382025e-06, 0.9999999999873809, 3.4756016574917553e-06, 0.9999999999971091, 1.6635275422045743e-06, 0.9999999999993378, 7.962143411069097e-07, 0.9999999999998482, 3.8109214359264044e-07, 0.9999999999999653, 1.8240216787118092e-07, 0.999999999999992, 8.730316644803303e-08, 0.9999999999999982, 4.17859226170808e-08, 0.9999999999999996]"
1130,Series 76_P1,Series 76,1,"[0.8414709848078965, 0.770079241795612, 0.4605636414688446, 0.9456752063756839, 0.22708824263167696, 0.987466835729271, 0.1094282421945247, 0.9971241797617003, 0.0524566586794737, 0.999340944035908, 0.025116222909773774, 0.9998490062139868, 0.012022354714795905, 0.9999654086508828, 0.005754367615745513, 0.9999920755445039, 0.002754225221179269, 0.9999981846102755, 0.0013182563567451652, 0.9999995841181433, 0.0006309573026154199, 0.9999999047269656, 0.0003019951674498205, 0.9999999781742085, 0.00014454397657126753, 0.999999995, 6.91830970367051e-05, 0.9999999988545661, 3.311311214220778e-05, 0.9999999997375962, 1.584893192394763e-05, 0.9999999999398868, 7.585775750219083e-06, 0.9999999999862289, 3.6307805476930325e-06, 0.9999999999968452, 1.7378008287485016e-06, 0.9999999999992772, 8.317637711025748e-07, 0.9999999999998345, 3.981071705534864e-07, 0.999999999999962, 1.9054607179632366e-07, 0.9999999999999913, 9.120108393559083e-08, 0.999999999999998, 4.365158322401655e-08, 0.9999999999999996, 2.0892961308540408e-08, 0.9999999999999999]"
2200,Series 102_P8,Series 102,8,"[0.9893582466233818, 0.7326849555924446, -0.634566957427158, -0.8811328829431226, 0.9659003518457839, 0.2982720384950093, 0.768940685133306, 0.8214416032023987, 0.4076198034897033, 0.9581115362169393, 0.19960120037258128, 0.9903517094553248, 0.09603293100814614, 0.997786957634532, 0.04601893677835984, 0.9994928770464915, 0.022032046803951315, 0.9998838172722809, 0.010545858422165318, 0.999973383677397, 0.005047637321104635, 0.999993902531899, 0.002415959026047139, 0.999998603149662, 0.0011563515588942127, 0.999999680000017, 0.0005534647484786271, 0.999999926692236, 0.00026490489408780655, 0.9999999832061613, 0.00012679145505717102, 0.9999999961527538, 6.0686205965085334e-05, 0.9999999991186468, 2.9046244377523767e-05, 0.9999999997980936, 1.3902406629547174e-05, 0.9999999999537459, 6.654110168772262e-06, 0.9999999999894038, 3.1848573644225912e-06, 0.9999999999975725, 1.5243685743700082e-06, 0.9999999999994439, 7.29608671484663e-07, 0.9999999999998727, 3.4921266579212543e-07, 0.9999999999999708, 1.671436904683225e-07, 0.9999999999999933]"
745,Series 62_P2,Series 62,2,"[0.9092974268256817, 0.18604407728900943, 0.8176171567378667, 0.7886031919073848, 0.4423107548631735, 0.9501815033303579, 0.21754218512304058, 0.9885132597308871, 0.10476887288125773, 0.9973646448531596, 0.050216599387465206, 0.9993960704541941, 0.024042971691559313, 0.9998616369966541, 0.011508544686996618, 0.9999683023036096, 0.005508429549436851, 0.999992738447693, 0.002636510422623673, 0.999998336472919, 0.0012619143540422218, 0.9999996189078806, 0.0006039903073573545, 0.9999999126968349, 0.0002890879501225833, 0.9999999800000001, 0.0001383661937422791, 0.9999999954182647, 6.622622424810774e-05, 0.999999998950385, 3.1697863843914184e-05, 0.9999999997595471, 1.517155150000165e-05, 0.9999999999449154, 7.2615610953382025e-06, 0.9999999999873809, 3.4756016574917553e-06, 0.9999999999971091, 1.6635275422045743e-06, 0.9999999999993378, 7.962143411069097e-07, 0.9999999999998482, 3.8109214359264044e-07, 0.9999999999999653, 1.8240216787118092e-07, 0.999999999999992, 8.730316644803303e-08, 0.9999999999999982, 4.17859226170808e-08, 0.9999999999999996]"
